dataset,scoring,config,t_rag,retrieval_pct,exact_match,edit_similarity,identifier_f1,hall_A4B2,hall_A4,latency_ms
crosscodelongeval_chunk,full,C4_cascade,0.05,2.02,0.3082,0.5781,0.6319,0.0046,0.5606,105.6574
crosscodelongeval_chunk,full,C3_card,0.1,0.0,0.3042,0.5752,0.6275,0.0164,0.5658,102.1004
crosscodelongeval_chunk,full,C4_cascade,0.1,2.02,0.3082,0.5781,0.6319,0.0046,0.5606,105.6574
crosscodelongeval_chunk,full,C3_card,0.15,0.0,0.3042,0.5752,0.6275,0.0164,0.5658,102.1004
crosscodelongeval_chunk,full,C4_cascade,0.15,2.02,0.3082,0.5781,0.6319,0.0046,0.5606,105.6574
crosscodelongeval_chunk,full,C3_card,0.2,0.0,0.3042,0.5752,0.6275,0.0164,0.5658,102.1004
crosscodelongeval_chunk,full,C4_cascade,0.2,2.02,0.3082,0.5781,0.6319,0.0046,0.5606,105.6574
crosscodelongeval_chunk,full,C3_card,0.25,0.0,0.3042,0.5752,0.6275,0.0164,0.5658,102.1004
crosscodelongeval_chunk,full,C4_cascade,0.25,2.02,0.3082,0.5781,0.6319,0.0046,0.5606,105.6574
crosscodelongeval_chunk,full,C3_card,0.3,2.14,0.3138,0.5823,0.6372,0.0166,0.5626,105.8088
crosscodelongeval_chunk,full,C4_cascade,0.3,4.16,0.3178,0.5852,0.6416,0.0048,0.5574,109.3657
crosscodelongeval_chunk,full,C3_card,0.35,16.9,0.3834,0.6185,0.6821,0.0152,0.4978,131.5227
crosscodelongeval_chunk,full,C4_cascade,0.35,18.4,0.3866,0.6207,0.6852,0.0062,0.4936,134.1669
crosscodelongeval_chunk,full,C3_card,0.4,50.02,0.5114,0.6756,0.7419,0.0134,0.3946,189.2572
crosscodelongeval_chunk,full,C4_cascade,0.4,50.54,0.5128,0.6768,0.7433,0.0108,0.3932,190.171
crosscodelongeval_chunk,full,C3_card,0.45,81.94,0.5612,0.6919,0.7616,0.014,0.3716,244.9101
crosscodelongeval_chunk,full,C4_cascade,0.45,82.06,0.5614,0.6921,0.7618,0.0136,0.3712,245.1168
crosscodelongeval_chunk,full,C3_card,0.5,100.0,0.563,0.681,0.7534,0.0148,0.3838,276.2924
crosscodelongeval_chunk,full,C4_cascade,0.5,100.0,0.563,0.681,0.7534,0.0148,0.3838,276.2924
crosscodelongeval_chunk,full,C3_card,0.55,100.0,0.563,0.681,0.7534,0.0148,0.3838,276.2924
crosscodelongeval_chunk,full,C4_cascade,0.55,100.0,0.563,0.681,0.7534,0.0148,0.3838,276.2924
crosscodelongeval_chunk,full,C3_card,0.6,100.0,0.563,0.681,0.7534,0.0148,0.3838,276.2924
crosscodelongeval_chunk,full,C4_cascade,0.6,100.0,0.563,0.681,0.7534,0.0148,0.3838,276.2924
crosscodelongeval_chunk,full,C3_card,0.65,100.0,0.563,0.681,0.7534,0.0148,0.3838,276.2924
crosscodelongeval_chunk,full,C4_cascade,0.65,100.0,0.563,0.681,0.7534,0.0148,0.3838,276.2924
crosscodelongeval_chunk,full,C3_card,0.7,100.0,0.563,0.681,0.7534,0.0148,0.3838,276.2924
crosscodelongeval_chunk,full,C4_cascade,0.7,100.0,0.563,0.681,0.7534,0.0148,0.3838,276.2924
crosscodelongeval_chunk,full,C3_card,0.75,100.0,0.563,0.681,0.7534,0.0148,0.3838,276.2924
crosscodelongeval_chunk,full,C4_cascade,0.75,100.0,0.563,0.681,0.7534,0.0148,0.3838,276.2924
crosscodelongeval_chunk,full,C3_card,0.8,100.0,0.563,0.681,0.7534,0.0148,0.3838,276.2924
crosscodelongeval_chunk,full,C4_cascade,0.8,100.0,0.563,0.681,0.7534,0.0148,0.3838,276.2924
crosscodelongeval_chunk,full,C3_card,0.85,100.0,0.563,0.681,0.7534,0.0148,0.3838,276.2924
crosscodelongeval_chunk,full,C4_cascade,0.85,100.0,0.563,0.681,0.7534,0.0148,0.3838,276.2924
crosscodelongeval_chunk,full,C3_card,0.9,100.0,0.563,0.681,0.7534,0.0148,0.3838,276.2924
crosscodelongeval_chunk,full,C4_cascade,0.9,100.0,0.563,0.681,0.7534,0.0148,0.3838,276.2924
crosscodelongeval_chunk,full,C3_card,0.95,100.0,0.563,0.681,0.7534,0.0148,0.3838,276.2924
crosscodelongeval_chunk,full,C4_cascade,0.95,100.0,0.563,0.681,0.7534,0.0148,0.3838,276.2924
