dataset,scoring,config,t_rag,retrieval_pct,exact_match,edit_similarity,identifier_f1,hall_A4B2,hall_A4,latency_ms
repoeval_function,full,C3_card,0.3,73.6264,0.1187,0.4383,0.5685,0.0857,0.7451,2232.3198
repoeval_function,full,C4_cascade,0.3,75.8242,0.1209,0.4399,0.57,0.0703,0.7429,2259.1259
repoeval_function,full,C3_card,0.35,90.3297,0.1495,0.4687,0.5965,0.0791,0.7055,2438.1911
repoeval_function,full,C4_cascade,0.35,90.7692,0.1516,0.4706,0.5978,0.0769,0.7033,2439.499
repoeval_function,full,C3_card,0.4,95.6044,0.1538,0.4732,0.6021,0.0813,0.7055,2490.8809
repoeval_function,full,C4_cascade,0.4,95.6044,0.1538,0.4732,0.6021,0.0813,0.7055,2490.8809
repoeval_function,full,C3_card,0.45,98.2418,0.156,0.4732,0.6003,0.0813,0.7165,2514.0855
repoeval_function,full,C4_cascade,0.45,98.2418,0.156,0.4732,0.6003,0.0813,0.7165,2514.0855
repoeval_function,full,C3_card,0.5,98.6813,0.1538,0.4708,0.5984,0.0813,0.7209,2521.8424
repoeval_function,full,C4_cascade,0.5,98.6813,0.1538,0.4708,0.5984,0.0813,0.7209,2521.8424
repoeval_function,full,C3_card,0.55,99.3407,0.156,0.4727,0.5995,0.0813,0.7187,2523.8728
repoeval_function,full,C4_cascade,0.55,99.3407,0.156,0.4727,0.5995,0.0813,0.7187,2523.8728
repoeval_function,full,C3_card,0.6,99.5604,0.156,0.4733,0.5998,0.0813,0.7165,2524.5535
repoeval_function,full,C4_cascade,0.6,99.5604,0.156,0.4733,0.5998,0.0813,0.7165,2524.5535
repoeval_function,full,C3_card,0.65,99.7802,0.156,0.4731,0.6,0.0813,0.7187,2526.7665
repoeval_function,full,C4_cascade,0.65,99.7802,0.156,0.4731,0.6,0.0813,0.7187,2526.7665
repoeval_function,full,C3_card,0.7,100.0,0.156,0.4751,0.6014,0.0813,0.7187,2528.1275
repoeval_function,full,C4_cascade,0.7,100.0,0.156,0.4751,0.6014,0.0813,0.7187,2528.1275
repoeval_function,full,C3_card,0.75,100.0,0.156,0.4751,0.6014,0.0813,0.7187,2528.1275
repoeval_function,full,C4_cascade,0.75,100.0,0.156,0.4751,0.6014,0.0813,0.7187,2528.1275
repoeval_function,full,C3_card,0.8,100.0,0.156,0.4751,0.6014,0.0813,0.7187,2528.1275
repoeval_function,full,C4_cascade,0.8,100.0,0.156,0.4751,0.6014,0.0813,0.7187,2528.1275
repoeval_function,full,C3_card,0.85,100.0,0.156,0.4751,0.6014,0.0813,0.7187,2528.1275
repoeval_function,full,C4_cascade,0.85,100.0,0.156,0.4751,0.6014,0.0813,0.7187,2528.1275
repoeval_function,full,C3_card,0.9,100.0,0.156,0.4751,0.6014,0.0813,0.7187,2528.1275
repoeval_function,full,C4_cascade,0.9,100.0,0.156,0.4751,0.6014,0.0813,0.7187,2528.1275
repoeval_function,full,C3_card,0.95,100.0,0.156,0.4751,0.6014,0.0813,0.7187,2528.1275
repoeval_function,full,C4_cascade,0.95,100.0,0.156,0.4751,0.6014,0.0813,0.7187,2528.1275
